Positive,Neutral,Negative,Date
4.0,80.0,16.0,2016-10-13
8.0,64.0,28.000000000000004,2016-10-14
0.0,85.71428571428571,14.285714285714285,2016-10-15
7.4074074074074066,70.37037037037037,22.22222222222222,2016-10-17
6.896551724137931,72.41379310344827,20.689655172413794,2016-10-17
0.0,73.91304347826086,26.08695652173913,2016-10-18
0.0,38.88888888888889,61.111111111111114,2016-10-18
0.0,41.17647058823529,58.82352941176471,2016-10-19
0.0,63.1578947368421,36.84210526315789,2016-10-19
0.0,58.333333333333336,41.66666666666667,2016-10-20
0.0,77.27272727272727,22.727272727272727,2016-10-23
0.0,79.16666666666666,20.833333333333336,2016-10-24
0.0,79.16666666666666,20.833333333333336,2016-10-24
0.0,86.36363636363636,13.636363636363635,2016-10-24
0.0,88.23529411764706,11.76470588235294,2016-10-25
0.0,75.0,25.0,2016-10-25
0.0,80.95238095238095,19.047619047619047,2016-10-26
15.384615384615385,84.61538461538461,0.0,2016-10-26
11.76470588235294,76.47058823529412,11.76470588235294,2016-10-27
8.333333333333332,66.66666666666666,25.0,2016-10-27
0.0,85.71428571428571,14.285714285714285,2016-10-28
0.0,66.66666666666666,33.33333333333333,2016-10-28
5.263157894736842,63.1578947368421,31.57894736842105,2016-10-29
7.142857142857142,64.28571428571429,28.57142857142857,2016-10-29
6.666666666666667,60.0,33.33333333333333,2016-10-30
6.25,75.0,18.75,2016-10-30
0.0,86.66666666666667,13.333333333333334,2016-10-31
0.0,86.66666666666667,13.333333333333334,2016-10-31
0.0,88.88888888888889,11.11111111111111,2016-11-01
0.0,100.0,0.0,2016-11-02
0.0,81.25,18.75,2016-11-03
5.555555555555555,77.77777777777779,16.666666666666664,2016-11-03
0.0,80.95238095238095,19.047619047619047,2016-11-07
4.545454545454546,63.63636363636363,31.818181818181817,2016-11-07
11.76470588235294,70.58823529411765,17.647058823529413,2016-11-08
12.903225806451612,67.74193548387096,19.35483870967742,2016-11-09
8.571428571428571,71.42857142857143,20.0,2016-11-10
10.0,73.33333333333333,16.666666666666664,2016-11-10
7.6923076923076925,73.07692307692307,19.230769230769234,2016-11-11
4.166666666666666,62.5,33.33333333333333,2016-11-11
6.666666666666667,70.0,23.333333333333332,2016-11-12
