Positive,Neutral,Negative,Date
3.571428571428571,67.85714285714286,28.57142857142857,2016-10-13
0.0,67.64705882352942,32.35294117647059,2016-10-14
5.714285714285714,71.42857142857143,22.857142857142858,2016-10-15
2.857142857142857,77.14285714285715,20.0,2016-10-17
2.857142857142857,77.14285714285715,20.0,2016-10-17
7.5,65.0,27.500000000000004,2016-10-17
8.571428571428571,65.71428571428571,25.71428571428571,2016-10-18
8.571428571428571,65.71428571428571,25.71428571428571,2016-10-18
8.571428571428571,65.71428571428571,25.71428571428571,2016-10-18
8.571428571428571,57.14285714285714,34.285714285714285,2016-10-18
9.090909090909092,57.57575757575758,33.33333333333333,2016-10-19
7.317073170731707,65.85365853658537,26.82926829268293,2016-10-19
8.571428571428571,65.71428571428571,25.71428571428571,2016-10-20
9.375,71.875,18.75,2016-10-23
5.714285714285714,60.0,34.285714285714285,2016-10-24
0.0,57.14285714285714,42.857142857142854,2016-10-24
2.7027027027027026,59.45945945945946,37.83783783783784,2016-10-24
3.225806451612903,54.83870967741935,41.935483870967744,2016-10-25
0.0,75.0,25.0,2016-10-25
0.0,69.6969696969697,30.303030303030305,2016-10-26
3.225806451612903,64.51612903225806,32.25806451612903,2016-10-26
0.0,81.08108108108108,18.91891891891892,2016-10-27
6.451612903225806,70.96774193548387,22.58064516129032,2016-10-27
6.896551724137931,68.96551724137932,24.137931034482758,2016-10-28
3.571428571428571,75.0,21.428571428571427,2016-10-28
0.0,82.75862068965517,17.24137931034483,2016-10-29
0.0,80.64516129032258,19.35483870967742,2016-10-29
3.225806451612903,80.64516129032258,16.129032258064516,2016-10-30
6.25,68.75,25.0,2016-10-30
0.0,81.81818181818183,18.181818181818183,2016-10-31
0.0,65.51724137931035,34.48275862068966,2016-10-31
0.0,53.57142857142857,46.42857142857143,2016-11-01
0.0,68.75,31.25,2016-11-01
0.0,65.625,34.375,2016-11-01
0.0,65.625,34.375,2016-11-01
0.0,65.625,34.375,2016-11-01
3.225806451612903,51.61290322580645,45.16129032258064,2016-11-02
7.4074074074074066,70.37037037037037,22.22222222222222,2016-11-02
11.11111111111111,62.96296296296296,25.925925925925924,2016-11-02
8.0,68.0,24.0,2016-11-03
7.142857142857142,85.71428571428571,7.142857142857142,2016-11-03
10.344827586206897,82.75862068965517,6.896551724137931,2016-11-04
3.225806451612903,70.96774193548387,25.806451612903224,2016-11-04
3.225806451612903,70.96774193548387,25.806451612903224,2016-11-04
0.0,79.16666666666666,20.833333333333336,2016-11-07
3.0303030303030303,57.57575757575758,39.39393939393939,2016-11-07
3.4482758620689653,89.65517241379311,6.896551724137931,2016-11-08
0.0,70.37037037037037,29.629629629629626,2016-11-08
3.7037037037037033,55.55555555555556,40.74074074074074,2016-11-09
0.0,62.96296296296296,37.03703703703704,2016-11-09
0.0,64.51612903225806,35.483870967741936,2016-11-09
0.0,76.92307692307693,23.076923076923077,2016-11-09
0.0,76.0,24.0,2016-11-10
4.0,56.00000000000001,40.0,2016-11-10
4.3478260869565215,47.82608695652174,47.82608695652174,2016-11-11
8.695652173913043,60.86956521739131,30.434782608695656,2016-11-11
4.166666666666666,58.333333333333336,37.5,2016-11-12
10.344827586206897,58.620689655172406,31.03448275862069,2016-11-12
14.285714285714285,71.42857142857143,14.285714285714285,2016-11-13
