Sanders,Clinton,Trump,Rubio,Cruz,Kasich,Date
68.8239387613,31.1760612387,68.6512118019,0.474183350896,22.708113804,8.1664910432,2016-04-02
70.5965909091,29.4034090909,60.0418410042,0.627615062762,33.2112970711,6.11924686192,2016-04-01
57.4468085106,42.5531914894,51.9662921348,0.561797752809,41.8539325843,5.61797752809,2016-04-07
62.1696035242,37.8303964758,56.1594202899,1.2077294686,37.1980676329,5.4347826087,2016-04-06
74.7317073171,25.2682926829,53.1336832356,0.463105896882,40.8768138314,5.52639703612,2016-04-05
76.6247379455,23.3752620545,62.8585318425,0.68060281964,29.5089936801,6.95187165775,2016-04-04
74.8502994012,25.1497005988,56.657223796,0.0,35.6940509915,7.64872521246,2016-03-31
51.2415349887,48.7584650113,53.5107169254,0.0,36.2158167036,10.273466371,2016-03-28
